step,prey_population,predator_population,total_population,total_kills,total_births,avg_prey_energy,avg_predator_energy,avg_prey_fitness,avg_predator_fitness,max_prey_generation,max_predator_generation,food_available,is_day,weather
1296,238,31,269,32,209,54.84,74.06,210.49,233.52,7,4,14964.6,True,RAIN
1297,238,31,269,32,209,54.82,74.04,210.5,233.53,7,4,14965.0,True,RAIN
1298,238,31,269,32,209,54.79,74.01,210.51,233.54,7,4,14965.4,True,RAIN
1299,238,31,269,32,209,54.77,73.98,210.52,233.55,7,4,14965.8,True,RAIN
1300,238,31,269,32,209,54.75,73.95,210.54,233.56,7,4,14966.2,True,RAIN
1301,238,31,269,32,209,54.74,73.93,210.55,233.57,7,4,14966.6,True,RAIN
1302,238,31,269,32,209,54.72,73.9,210.56,233.58,7,4,14967.0,True,RAIN
1303,238,31,269,32,209,54.7,73.87,210.57,233.59,7,4,14967.4,True,RAIN
1304,238,31,269,32,209,54.68,73.84,210.58,233.6,7,4,14967.8,True,RAIN
1305,237,31,268,33,209,54.7,74.97,210.83,235.23,7,4,14968.2,True,RAIN
1306,237,31,268,33,209,54.68,74.94,210.84,235.24,7,4,14968.6,True,RAIN
1307,237,31,268,33,209,54.66,74.91,210.85,235.25,7,4,14969.0,True,RAIN
1308,237,31,268,33,209,54.64,74.88,210.86,235.26,7,4,14969.4,True,RAIN
1309,237,31,268,33,209,54.61,74.85,210.87,235.27,7,4,14969.8,True,RAIN
1310,237,31,268,33,209,54.59,74.82,210.88,235.28,7,4,14970.2,True,RAIN
1311,237,31,268,33,209,54.59,74.8,210.9,235.29,7,4,14970.6,True,RAIN
1312,237,31,268,33,209,54.56,74.77,210.91,235.3,7,4,14971.0,True,RAIN
1313,237,31,268,33,209,54.54,74.74,210.92,235.31,7,4,14971.4,True,RAIN
1314,237,31,268,33,209,54.52,74.71,210.93,235.33,7,4,14971.8,True,RAIN
1315,237,31,268,33,209,54.5,74.68,210.94,235.34,7,4,14972.2,True,RAIN
1316,237,31,268,33,209,54.48,74.65,210.95,235.35,7,4,14972.6,True,RAIN
1317,237,31,268,33,209,54.46,74.62,210.96,235.36,7,4,14973.0,True,RAIN
1318,237,31,268,33,209,54.44,74.59,210.97,235.37,7,4,14973.4,True,RAIN
1319,237,31,268,33,209,54.42,74.56,210.99,235.38,7,4,14973.8,True,RAIN
1320,237,31,268,33,209,54.4,74.53,211.0,235.39,7,4,14974.2,True,RAIN
1321,237,31,268,33,209,54.39,74.51,211.01,235.4,7,4,14974.6,True,RAIN
1322,237,31,268,33,209,54.37,74.48,211.02,235.41,7,4,14975.0,True,RAIN
1323,237,31,268,33,209,54.35,74.45,211.03,235.42,7,4,14975.4,True,RAIN
1324,237,31,268,33,209,54.33,74.42,211.04,235.44,7,4,14975.8,True,RAIN
1325,237,31,268,33,209,54.31,74.39,211.05,235.45,7,4,14976.2,True,RAIN
1326,237,31,268,33,209,54.29,74.36,211.06,235.46,7,4,14976.6,True,RAIN
1327,237,31,268,33,209,54.26,74.33,211.08,235.47,7,4,14977.0,True,RAIN
1328,237,31,268,33,209,54.24,74.3,211.09,235.48,7,4,14977.4,True,RAIN
1329,237,31,268,33,209,54.22,74.28,211.1,235.49,7,4,14977.8,True,RAIN
1330,237,31,268,33,209,54.2,74.25,211.11,235.5,7,4,14978.2,True,RAIN
1331,237,31,268,33,209,54.19,74.23,211.12,235.51,7,4,14978.6,True,RAIN
1332,236,31,267,34,209,54.2,75.14,210.91,237.14,7,4,14979.0,True,RAIN
1333,236,31,267,34,209,54.18,75.11,210.92,237.15,7,4,14979.4,True,RAIN
1334,236,31,267,34,209,54.16,75.08,210.93,237.16,7,4,14979.8,True,RAIN
1335,236,31,267,34,209,54.14,75.05,210.95,237.17,7,4,14980.2,True,RAIN
1336,236,31,267,34,209,54.11,75.02,210.96,237.18,7,4,14980.6,True,RAIN
1337,236,31,267,35,210,54.03,75.97,210.93,238.8,7,4,14981.0,True,RAIN
1338,236,31,267,35,210,54.0,75.94,210.94,238.81,7,4,14981.4,True,RAIN
1339,236,31,267,35,210,53.98,75.91,210.95,238.83,7,4,14981.8,True,RAIN
1340,236,31,267,35,210,53.96,75.89,210.97,238.84,7,4,14982.2,True,RAIN
1341,236,31,267,35,210,53.95,75.88,210.98,238.85,7,4,14982.6,True,RAIN
1342,236,31,267,35,210,53.93,75.85,210.99,238.86,7,4,14983.0,True,RAIN
1343,236,31,267,35,210,53.91,75.82,211.0,238.87,7,4,14983.4,True,RAIN
1344,235,31,266,36,210,53.95,76.65,210.82,240.49,7,4,14983.8,True,RAIN
1345,235,31,266,36,210,53.93,76.62,210.83,240.5,7,4,14984.2,True,RAIN
1346,235,32,267,36,211,53.91,75.37,210.84,240.81,7,4,14984.6,True,RAIN
1347,233,32,265,38,211,53.82,76.81,211.31,243.95,7,4,14985.0,True,RAIN
1348,233,32,265,38,211,53.8,76.78,211.32,243.96,7,4,14985.4,True,RAIN
1349,233,32,265,38,211,53.78,76.75,211.33,243.97,7,4,14985.8,True,RAIN
1350,233,32,265,38,211,53.76,76.72,211.34,243.98,7,4,14986.2,True,RAIN
1351,233,32,265,38,211,53.75,76.7,211.35,243.99,7,4,14986.6,True,RAIN
1352,233,32,265,38,211,53.73,76.67,211.36,244.0,7,4,14987.0,True,RAIN
1353,233,32,265,38,211,53.7,76.64,211.38,244.02,7,4,14987.4,True,RAIN
1354,233,32,265,38,211,53.68,76.61,211.39,244.03,7,4,14987.6,True,RAIN
1355,233,32,265,38,211,53.66,76.58,211.4,244.04,7,4,14987.8,True,RAIN
1356,233,32,265,38,211,53.64,76.55,211.41,244.05,7,4,14988.0,True,RAIN
1357,234,32,266,38,212,53.55,76.52,211.59,244.06,8,4,14988.2,True,RAIN
1358,234,32,266,38,212,53.53,76.49,211.6,244.07,8,4,14988.4,True,RAIN
1359,234,32,266,38,212,53.51,76.46,211.61,244.08,8,4,14988.6,True,RAIN
1360,234,32,266,38,212,53.49,76.42,211.62,244.09,8,4,14988.8,True,RAIN
1361,234,32,266,38,212,53.48,76.4,211.63,244.11,8,4,14989.0,True,RAIN
1362,234,32,266,38,212,53.46,76.37,211.64,244.12,8,4,14989.2,True,RAIN
1363,234,32,266,38,212,53.44,76.34,211.65,244.13,8,4,14989.4,True,RAIN
1364,234,32,266,38,212,53.42,76.31,211.67,244.14,8,4,14989.6,True,RAIN
1365,234,32,266,38,212,53.39,76.28,211.68,244.15,8,4,14989.8,True,RAIN
1366,234,32,266,38,212,53.37,76.25,211.69,244.16,8,4,14990.0,True,RAIN
1367,234,32,266,38,212,53.35,76.22,211.7,244.17,8,4,14990.2,True,RAIN
1368,234,32,266,38,212,53.33,76.18,211.71,244.18,8,4,14990.4,True,RAIN
1369,234,32,266,38,212,53.31,76.15,211.72,244.2,8,4,14990.6,True,RAIN
1370,234,32,266,38,212,53.29,76.12,211.73,244.21,8,4,14990.8,True,RAIN
1371,234,32,266,38,212,53.28,76.11,211.74,244.22,8,4,14991.0,True,RAIN
1372,234,32,266,38,212,53.26,76.07,211.76,244.23,8,4,14991.2,True,RAIN
1373,234,32,266,38,212,53.24,76.04,211.77,244.24,8,4,14991.4,True,RAIN
1374,234,32,266,38,212,53.21,76.01,211.78,244.25,8,4,14991.6,True,RAIN
1375,234,32,266,38,212,53.19,75.98,211.79,244.26,8,4,14991.8,True,RAIN
1376,234,32,266,38,212,53.17,75.95,211.8,244.27,8,4,14992.0,True,RAIN
1377,234,32,266,38,212,53.15,75.92,211.81,244.28,8,4,14992.2,True,RAIN
1378,234,32,266,38,212,53.13,75.89,211.82,244.3,8,4,14992.4,True,RAIN
1379,234,32,266,38,212,53.11,75.86,211.84,244.31,8,4,14992.6,True,RAIN
1380,234,32,266,38,212,53.09,75.83,211.85,244.32,8,4,14992.8,True,RAIN
1381,234,32,266,38,212,53.08,75.82,211.86,244.33,8,4,14993.0,True,RAIN
1382,234,32,266,38,212,53.06,75.79,211.87,244.34,8,4,14993.2,True,RAIN
1383,234,32,266,38,212,53.04,75.76,211.88,244.35,8,4,14993.4,True,RAIN
1384,234,32,266,38,212,53.01,75.73,211.89,244.36,8,4,14993.6,True,RAIN
1385,235,32,267,38,213,52.93,75.7,212.07,244.37,8,4,14993.8,True,RAIN
1386,235,32,267,38,213,52.91,75.67,212.08,244.38,8,4,14994.0,True,RAIN
1387,235,32,267,38,213,52.89,75.64,212.09,244.39,8,4,14994.2,True,RAIN
1388,235,32,267,38,213,52.87,75.61,212.1,244.41,8,4,14994.4,True,RAIN
1389,235,32,267,38,213,52.84,75.58,212.11,244.42,8,4,14994.6,True,RAIN
1390,235,32,267,38,213,52.82,75.55,212.12,244.43,8,4,14994.8,True,RAIN
1391,235,32,267,38,213,52.81,75.53,212.13,244.44,8,4,14995.0,True,RAIN
1392,235,32,267,38,213,52.79,75.51,212.14,244.45,8,4,14995.2,True,RAIN
1393,235,32,267,38,213,52.77,75.48,212.16,244.46,8,4,14995.4,True,RAIN
1394,235,32,267,38,213,52.75,75.45,212.17,244.47,8,4,14995.6,True,RAIN
1395,235,33,268,38,214,52.73,74.27,212.18,244.65,8,4,14995.8,True,RAIN
1396,235,33,268,38,214,52.71,74.24,212.19,244.66,8,4,14996.0,True,RAIN
1397,235,33,268,38,214,52.69,74.21,212.2,244.67,8,4,14996.2,True,RAIN
1398,235,33,268,38,214,52.67,74.18,212.21,244.68,8,4,14996.4,True,RAIN
1399,235,33,268,38,214,52.65,74.15,212.22,244.69,8,4,14996.6,True,RAIN
1400,235,33,268,38,214,52.63,74.12,212.23,244.7,8,4,14996.8,True,RAIN
1401,235,33,268,38,214,52.62,74.1,212.24,244.72,8,4,14997.0,True,RAIN
1402,235,33,268,38,214,52.6,74.07,212.26,244.73,8,4,14997.2,True,RAIN
1403,235,33,268,38,214,52.58,74.04,212.27,244.74,8,4,14997.4,True,RAIN
1404,236,33,269,38,215,52.5,74.01,212.44,244.75,8,4,14997.6,True,RAIN
1405,236,33,269,38,215,52.47,73.98,212.45,244.76,8,4,14997.8,True,RAIN
1406,235,33,268,39,215,52.49,74.85,212.23,246.29,8,4,14998.0,True,RAIN
1407,235,33,268,39,215,52.46,74.82,212.24,246.3,8,4,14998.2,True,RAIN
1408,235,33,268,39,215,52.44,74.79,212.26,246.31,8,4,14998.4,True,RAIN
1409,235,33,268,39,215,52.42,74.76,212.27,246.32,8,4,14998.6,True,RAIN
1410,235,33,268,39,215,52.4,74.73,212.28,246.33,8,4,14998.8,True,RAIN
1411,235,33,268,39,215,52.39,74.72,212.29,246.34,8,4,14999.0,True,RAIN
1412,235,33,268,39,215,52.37,74.69,212.3,246.35,8,4,14999.2,True,RAIN
1413,235,33,268,39,215,52.35,74.66,212.31,246.36,8,4,14999.4,True,RAIN
1414,235,33,268,39,215,52.33,74.63,212.32,246.37,8,4,14999.6,True,RAIN
1415,236,33,269,39,216,52.25,74.6,212.49,246.38,8,4,14999.8,True,RAIN
1416,236,33,269,39,216,52.23,74.57,212.5,246.4,8,4,15000.0,True,RAIN
1417,236,33,269,39,216,52.21,74.54,212.52,246.41,8,4,15000.0,True,RAIN
1418,236,33,269,39,216,52.19,74.51,212.53,246.42,8,4,15000.0,True,RAIN
1419,236,33,269,39,216,52.17,74.48,212.54,246.43,8,4,15000.0,True,RAIN
1420,237,33,270,39,217,52.08,74.45,212.71,246.44,8,4,15000.0,True,RAIN
1421,237,33,270,39,217,52.07,74.43,212.72,246.45,8,4,15000.0,True,RAIN
1422,237,33,270,39,217,52.05,74.4,212.73,246.46,8,4,15000.0,True,RAIN
1423,237,33,270,39,217,52.03,74.37,212.74,246.47,8,4,15000.0,True,RAIN
1424,238,33,271,39,218,51.95,74.34,212.91,246.48,8,4,15000.0,True,RAIN
1425,238,33,271,39,218,51.93,74.31,212.92,246.49,8,4,15000.0,True,RAIN
1426,238,33,271,39,218,51.91,74.28,212.93,246.5,8,4,15000.0,True,RAIN
1427,238,33,271,39,218,51.89,74.25,212.94,246.52,8,4,15000.0,True,RAIN
1428,238,33,271,39,218,51.87,74.22,212.95,246.53,8,4,15000.0,True,RAIN
1429,238,33,271,39,218,51.85,74.2,212.97,246.54,8,4,15000.0,True,RAIN
1430,238,33,271,39,218,51.83,74.17,212.98,246.55,8,4,15000.0,True,RAIN
1431,238,33,271,39,218,51.82,74.16,212.99,246.56,8,4,15000.0,True,RAIN
1432,238,33,271,39,218,51.79,74.13,213.0,246.57,8,4,15000.0,True,RAIN
1433,238,33,271,39,218,51.77,74.1,213.01,246.58,8,4,15000.0,True,RAIN
1434,237,33,270,40,218,51.81,75.38,212.79,248.11,8,4,15000.0,True,RAIN
1435,237,33,270,40,218,51.79,75.35,212.8,248.12,8,4,15000.0,True,RAIN
1436,236,33,269,41,218,51.6,76.11,213.43,249.64,8,4,15000.0,True,RAIN
1437,236,33,269,41,218,51.58,76.08,213.44,249.65,8,4,15000.0,True,RAIN
1438,236,33,269,41,218,51.56,76.05,213.45,249.66,8,4,15000.0,True,RAIN
1439,236,33,269,41,218,51.54,76.02,213.46,249.68,8,4,15000.0,True,RAIN
1440,236,33,269,41,218,51.52,76.0,213.47,249.69,8,4,15000.0,True,RAIN
1441,236,33,269,41,218,51.51,75.97,213.49,249.7,8,4,15000.0,True,RAIN
1442,236,33,269,41,218,51.49,75.94,213.5,249.71,8,4,15000.0,True,RAIN
1443,236,33,269,41,218,51.47,75.91,213.51,249.72,8,4,15000.0,True,RAIN
1444,236,33,269,41,218,51.45,75.88,213.52,249.73,8,4,15000.0,True,RAIN
1445,236,33,269,41,218,51.43,75.85,213.53,249.74,8,4,15000.0,True,RAIN
1446,235,33,268,42,218,51.41,76.65,213.35,251.27,8,4,15000.0,True,RAIN
1447,235,33,268,42,218,51.39,76.62,213.37,251.28,8,4,15000.0,True,RAIN
1448,234,33,267,43,218,51.36,77.51,213.61,252.8,8,4,15000.0,True,RAIN
1449,234,33,267,43,218,51.34,77.48,213.62,252.82,8,4,15000.0,True,RAIN
1450,234,33,267,43,218,51.32,77.45,213.63,252.83,8,4,15000.0,True,RAIN
1451,234,33,267,43,218,51.31,77.43,213.64,252.84,8,4,15000.0,True,RAIN
1452,234,33,267,43,218,51.29,77.4,213.65,252.85,8,4,15000.0,True,RAIN
1453,234,34,268,43,219,51.27,76.2,213.66,252.78,8,4,15000.0,True,RAIN
1454,234,34,268,43,219,51.25,76.17,213.68,252.79,8,4,15000.0,True,RAIN
1455,234,34,268,43,219,51.22,76.14,213.69,252.8,8,4,15000.0,True,RAIN
1456,234,34,268,43,219,51.2,76.11,213.7,252.81,8,4,15000.0,True,RAIN
1457,234,34,268,43,219,51.18,76.08,213.71,252.82,8,4,15000.0,True,RAIN
1458,234,34,268,43,219,51.16,76.05,213.72,252.83,8,4,15000.0,True,RAIN
1459,234,34,268,43,219,51.14,76.01,213.73,252.84,8,4,15000.0,True,RAIN
1460,234,34,268,43,219,51.12,75.98,213.74,252.86,8,4,15000.0,True,RAIN
1461,234,34,268,43,219,51.11,75.97,213.75,252.87,8,4,15000.0,True,RAIN
1462,234,34,268,43,219,51.09,75.94,213.76,252.88,8,4,15000.0,True,RAIN
1463,234,34,268,43,219,51.07,75.91,213.78,252.89,8,4,15000.0,True,RAIN
1464,234,34,268,43,219,51.05,75.87,213.79,252.9,8,4,15000.0,True,RAIN
1465,234,34,268,43,219,51.03,75.84,213.8,252.91,8,4,15000.0,True,RAIN
1466,234,34,268,43,219,51.01,75.81,213.81,252.92,8,4,15000.0,True,RAIN
1467,234,34,268,43,219,50.99,75.78,213.82,252.93,8,4,15000.0,True,RAIN
1468,234,34,268,43,219,50.97,75.75,213.83,252.95,8,4,15000.0,True,RAIN
1469,234,34,268,43,219,50.95,75.72,213.84,252.96,8,4,15000.0,True,RAIN
1470,234,34,268,43,219,50.93,75.69,213.85,252.97,8,4,15000.0,True,RAIN
1471,234,34,268,43,219,50.92,75.67,213.87,252.98,8,4,15000.0,True,RAIN
1472,234,34,268,43,219,50.9,75.64,213.88,252.99,8,4,15000.0,True,RAIN
1473,234,34,268,43,219,50.88,75.61,213.89,253.0,8,4,15000.0,True,RAIN
1474,234,34,268,43,219,50.86,75.58,213.9,253.01,8,4,15000.0,True,RAIN
1475,234,34,268,43,219,50.84,75.55,213.91,253.02,8,4,15000.0,True,RAIN
1476,234,34,268,43,219,50.82,75.52,213.92,253.04,8,4,15000.0,True,RAIN
1477,234,34,268,43,219,50.8,75.49,213.93,253.05,8,4,15000.0,True,RAIN
1478,234,34,268,43,219,50.77,75.46,213.94,253.06,8,4,15000.0,True,RAIN
1479,234,34,268,43,219,50.75,75.43,213.95,253.07,8,4,15000.0,True,RAIN
1480,234,34,268,43,219,50.73,75.4,213.97,253.08,8,4,15000.0,True,RAIN
1481,234,34,268,43,219,50.72,75.38,213.98,253.09,8,4,15000.0,True,RAIN
1482,234,34,268,43,219,50.7,75.35,213.99,253.1,8,4,15000.0,True,RAIN
1483,234,34,268,43,219,50.68,75.32,214.0,253.11,8,4,15000.0,True,RAIN
1484,234,34,268,43,219,50.66,75.29,214.01,253.12,8,4,15000.0,True,RAIN
1485,234,34,268,43,219,50.64,75.26,214.02,253.13,8,4,15000.0,True,RAIN
1486,234,34,268,43,219,50.62,75.23,214.03,253.15,8,4,15000.0,True,RAIN
1487,234,34,268,43,219,50.6,75.2,214.05,253.16,8,4,15000.0,True,RAIN
1488,233,34,267,44,219,50.59,76.28,213.83,254.64,8,4,15000.0,True,RAIN
1489,233,34,267,44,219,50.57,76.25,213.85,254.65,8,4,15000.0,True,RAIN
1490,233,34,267,44,219,50.55,76.22,213.86,254.66,8,4,15000.0,True,RAIN
1491,233,34,267,44,219,50.54,76.21,213.87,254.67,8,4,15000.0,True,RAIN
1492,233,34,267,44,219,50.52,76.18,213.88,254.68,8,4,15000.0,True,RAIN
1493,233,34,267,44,219,50.5,76.15,213.89,254.69,8,4,15000.0,True,RAIN
1494,233,34,267,44,219,50.48,76.12,213.9,254.7,8,4,15000.0,True,RAIN
1495,233,34,267,44,219,50.46,76.09,213.91,254.71,8,4,15000.0,True,RAIN
1496,232,34,266,45,219,50.45,76.23,213.73,256.2,8,4,15000.0,True,RAIN
1497,232,34,266,45,219,50.42,76.2,213.74,256.21,8,4,15000.0,True,RAIN
1498,232,34,266,45,219,50.4,76.17,213.75,256.22,8,4,15000.0,True,RAIN
1499,231,34,265,46,219,50.29,77.76,214.42,257.7,8,4,15000.0,True,RAIN
1500,231,34,265,46,219,50.27,77.73,214.43,257.71,8,4,15000.0,True,RAIN
1501,231,34,265,46,219,50.26,77.71,214.44,257.72,8,4,15000.0,True,RAIN
1502,230,34,264,47,219,50.29,77.82,213.79,259.2,8,4,15000.0,True,RAIN
1503,230,34,264,47,219,50.27,77.79,213.8,259.21,8,4,15000.0,True,RAIN
1504,230,34,264,47,219,50.25,77.76,213.81,259.23,8,4,15000.0,True,RAIN
1505,230,34,264,47,219,50.23,77.73,213.82,259.24,8,4,15000.0,True,RAIN
1506,230,34,264,47,219,50.2,77.7,213.83,259.25,8,4,15000.0,True,RAIN
1507,230,34,264,47,219,50.18,77.66,213.84,259.26,8,4,15000.0,True,RAIN
1508,230,34,264,47,219,50.16,77.63,213.85,259.27,8,4,15000.0,True,RAIN
1509,230,34,264,47,219,50.14,77.6,213.86,259.28,8,4,15000.0,True,RAIN
1510,230,34,264,47,219,50.12,77.57,213.88,259.29,8,4,15000.0,True,RAIN
1511,230,34,264,47,219,50.11,77.54,213.89,259.31,8,4,15000.0,True,RAIN
1512,230,34,264,47,219,50.09,77.51,213.9,259.32,8,4,15000.0,True,RAIN
1513,230,34,264,47,219,50.07,77.48,213.91,259.33,8,4,15000.0,True,RAIN
1514,230,35,265,47,220,50.05,76.3,213.92,259.07,8,4,15000.0,True,RAIN
1515,230,35,265,47,220,50.03,76.27,213.93,259.09,8,4,15000.0,True,RAIN
1516,230,35,265,47,220,50.01,76.24,213.94,259.1,8,4,15000.0,True,RAIN
1517,230,35,265,47,220,49.99,76.2,213.95,259.11,8,4,15000.0,True,RAIN
1518,230,35,265,47,220,49.97,76.17,213.97,259.12,8,4,15000.0,True,RAIN
1519,229,35,264,48,220,49.93,77.23,213.75,260.56,8,4,15000.0,True,RAIN
1520,229,35,264,48,220,49.91,77.2,213.77,260.57,8,4,15000.0,True,RAIN
1521,229,35,264,48,220,49.9,77.18,213.78,260.59,8,4,15000.0,True,RAIN
1522,229,36,265,48,221,49.88,76.04,213.79,260.3,8,4,15000.0,True,RAIN
1523,228,36,264,49,221,49.86,76.85,213.58,261.7,8,4,15000.0,True,RAIN
1524,228,36,264,49,221,49.83,76.82,213.59,261.72,8,4,15000.0,True,RAIN
1525,228,36,264,49,221,49.81,76.78,213.61,261.73,8,4,15000.0,True,RAIN
1526,228,36,264,49,221,49.79,76.75,213.62,261.74,8,4,15000.0,True,RAIN
1527,228,36,264,49,221,49.77,76.72,213.63,261.75,8,4,15000.0,True,RAIN
1528,228,36,264,49,221,49.75,76.68,213.64,261.76,8,4,15000.0,True,RAIN
1529,228,36,264,49,221,49.73,76.65,213.65,261.78,8,4,15000.0,True,RAIN
1530,228,36,264,49,221,49.71,76.62,213.66,261.79,8,4,15000.0,True,RAIN
1531,228,36,264,49,221,49.7,76.6,213.67,261.8,8,4,15000.0,True,RAIN
1532,228,36,264,49,221,49.68,76.57,213.69,261.81,8,4,15000.0,True,RAIN
1533,228,36,264,49,221,49.66,76.54,213.7,261.82,8,4,15000.0,True,RAIN
1534,228,37,265,49,222,49.63,75.45,213.71,261.51,8,4,15000.0,True,RAIN
1535,228,37,265,49,222,49.61,75.42,213.72,261.53,8,4,15000.0,True,RAIN
1536,228,37,265,49,222,49.59,75.39,213.73,261.54,8,4,15000.0,True,RAIN
1537,228,37,265,49,222,49.57,75.36,213.74,261.55,8,4,15000.0,True,RAIN
1538,228,37,265,49,222,49.55,75.32,213.75,261.56,8,4,15000.0,True,RAIN
1539,227,37,264,50,222,49.51,75.89,214.0,262.92,8,4,15000.0,True,RAIN
1540,227,37,264,50,222,49.49,75.86,214.01,262.93,8,4,15000.0,True,RAIN
1541,227,37,264,50,222,49.48,75.84,214.02,262.95,8,4,15000.0,True,RAIN
1542,227,37,264,50,222,49.46,75.81,214.04,262.96,8,4,15000.0,True,RAIN
1543,227,37,264,50,222,49.43,75.78,214.05,262.97,8,4,15000.0,True,RAIN
1544,226,37,263,51,222,49.44,76.11,213.82,264.33,8,4,15000.0,True,RAIN
1545,226,37,263,51,222,49.42,76.08,213.83,264.34,8,4,15000.0,True,RAIN
1546,226,37,263,51,222,49.4,76.05,213.85,264.35,8,4,15000.0,True,RAIN
1547,226,37,263,51,222,49.37,76.02,213.86,264.36,8,4,15000.0,True,RAIN
1548,226,37,263,51,222,49.35,75.99,213.87,264.38,8,4,15000.0,True,RAIN
1549,226,37,263,51,222,49.33,75.96,213.88,264.39,8,4,15000.0,True,RAIN
1550,226,37,263,51,222,49.31,75.93,213.89,264.4,8,4,15000.0,True,RAIN
1551,226,37,263,51,222,49.3,75.9,213.9,264.41,8,4,15000.0,True,RAIN
1552,226,37,263,51,222,49.28,75.87,213.91,264.42,8,4,15000.0,True,RAIN
1553,226,37,263,51,222,49.26,75.84,213.92,264.43,8,4,15000.0,True,RAIN
1554,226,37,263,51,222,49.24,75.81,213.94,264.44,8,4,15000.0,True,RAIN
1555,226,37,263,51,222,49.22,75.78,213.95,264.45,8,4,15000.0,True,RAIN
1556,226,37,263,51,222,49.2,75.75,213.96,264.47,8,4,15000.0,True,RAIN
1557,226,37,263,51,222,49.18,75.72,213.97,264.48,8,4,15000.0,True,RAIN
1558,226,37,263,51,222,49.16,75.69,213.98,264.49,8,4,15000.0,True,RAIN
1559,226,37,263,51,222,49.13,75.66,213.99,264.5,8,4,15000.0,True,RAIN
1560,226,37,263,51,222,49.11,75.62,214.0,264.51,8,4,15000.0,True,RAIN
1561,226,37,263,51,222,49.1,75.6,214.02,264.52,8,4,15000.0,True,RAIN
1562,226,37,263,51,222,49.08,75.57,214.03,264.53,8,4,15000.0,True,RAIN
1563,226,37,263,51,222,49.06,75.54,214.04,264.55,8,4,15000.0,True,RAIN
1564,226,37,263,51,222,49.04,75.51,214.05,264.56,8,4,15000.0,True,RAIN
1565,226,37,263,51,222,49.02,75.47,214.06,264.57,8,4,15000.0,True,RAIN
1566,226,37,263,51,222,49.0,75.44,214.07,264.58,8,4,15000.0,True,RAIN
1567,226,37,263,51,222,48.97,75.41,214.08,264.59,8,4,15000.0,True,RAIN
1568,226,37,263,51,222,48.95,75.38,214.1,264.6,8,4,15000.0,True,RAIN
1569,226,37,263,51,222,48.93,75.35,214.11,264.61,8,4,15000.0,True,RAIN
1570,226,37,263,51,222,48.91,75.32,214.12,264.62,8,4,15000.0,True,RAIN
1571,226,37,263,51,222,48.9,75.29,214.13,264.64,8,4,15000.0,True,RAIN
1572,226,37,263,51,222,48.88,75.26,214.14,264.65,8,4,15000.0,True,RAIN
1573,226,37,263,51,222,48.86,75.23,214.15,264.66,8,4,15000.0,True,RAIN
1574,226,37,263,51,222,48.84,75.2,214.16,264.67,8,4,15000.0,True,RAIN
1575,226,37,263,51,222,48.81,75.17,214.18,264.68,8,4,15000.0,True,RAIN
1576,226,37,263,51,222,48.79,75.14,214.19,264.69,8,4,15000.0,True,RAIN
1577,226,37,263,51,222,48.77,75.11,214.2,264.7,8,4,15000.0,True,RAIN
1578,226,37,263,51,222,48.75,75.08,214.21,264.71,8,4,15000.0,True,RAIN
1579,226,37,263,51,222,48.73,75.05,214.22,264.73,8,4,15000.0,True,RAIN
1580,226,37,263,51,222,48.7,75.02,214.23,264.74,8,4,15000.0,True,RAIN
1581,226,37,263,51,222,48.7,74.99,214.25,264.75,8,4,15000.0,True,RAIN
1582,225,37,262,52,222,48.52,75.18,214.9,266.11,8,4,14998.5,True,RAIN
1583,225,37,262,52,222,48.51,75.15,214.91,266.12,8,4,14997.2,True,RAIN
1584,225,37,262,52,222,48.49,75.12,214.93,266.13,8,4,14995.9,True,RAIN
1585,225,37,262,52,222,48.47,75.09,214.94,266.14,8,4,14996.1,True,RAIN
1586,225,37,262,52,222,48.45,75.06,214.95,266.16,8,4,14996.3,True,RAIN
1587,225,37,262,52,222,48.42,75.03,214.96,266.17,8,4,14996.5,True,RAIN
1588,225,37,262,52,222,48.4,74.99,214.97,266.18,8,4,14996.7,True,RAIN
1589,225,37,262,52,222,48.38,74.96,214.99,266.19,8,4,14996.9,True,RAIN
1590,225,37,262,52,222,48.36,74.93,215.0,266.2,8,4,14997.1,True,RAIN
1591,225,37,262,52,222,48.35,74.91,215.01,266.21,8,4,14997.3,True,RAIN
1592,225,37,262,52,222,48.33,74.88,215.02,266.22,8,4,14997.5,True,RAIN
1593,225,37,262,52,222,48.31,74.85,215.03,266.23,8,4,14997.7,True,RAIN
1594,225,37,262,52,222,48.28,74.82,215.04,266.25,8,4,14997.9,True,RAIN
1595,225,37,262,52,222,48.26,74.79,215.05,266.26,8,4,14998.1,True,RAIN
1596,225,37,262,52,222,48.24,74.76,215.07,266.27,8,4,14998.3,True,RAIN
1597,225,37,262,52,222,48.22,74.73,215.08,266.28,8,4,14998.5,True,RAIN
1598,225,37,262,52,222,48.2,74.7,215.09,266.29,8,4,14998.7,True,RAIN
1599,225,37,262,52,222,48.18,74.67,215.1,266.3,8,4,14998.9,True,RAIN
1600,225,37,262,52,222,48.16,74.64,215.11,266.31,8,4,14999.1,True,RAIN
1601,225,37,262,52,222,48.15,74.62,215.12,266.32,8,4,14999.3,True,RAIN
1602,225,37,262,52,222,48.13,74.59,215.13,266.33,8,4,14999.5,True,RAIN
1603,225,37,262,52,222,48.11,74.56,215.15,266.35,8,4,14999.7,True,RAIN
1604,225,37,262,52,222,48.08,74.53,215.16,266.36,8,4,14999.9,True,RAIN
